agency,calendar_year,amount,sub_type_name,rev_type,sub_type
UNEP,2022,10000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,8057,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,-55824,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,6505,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,990099,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,673498,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,-1718,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,129167,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,-240506,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,-136818,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,1500,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,40124,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,26430022,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,28460,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,455318,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,118431,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,16485,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,7024,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,144000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,47843,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,2250,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,7742,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,19830,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,-4949,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,71204,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,975,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,5653,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,10000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,-64114,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,127020,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,290981,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,2406709,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,313084,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,48395429,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,8245,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,54492,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,15872,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,271,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,16485,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,818,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,10000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,44282,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,335657,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,13435,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,198612,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,113552,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,-3867,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,250000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,26560449,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,3664402,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,47522,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,-25000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,100000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,1749,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,-1,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNEP,2022,-3727,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2022,823,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,776,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,46,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,1773,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,104,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,58,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,93,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,4715,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,139094,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,151,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,892,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,927,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,116,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,70567,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,174,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,104,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,2387,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,38324,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,116,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,185,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,27863,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,35,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,127,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,58,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,81,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,70,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,46,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,52922,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,25604,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,7843,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,185,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,70,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,81,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,58,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,568,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,1599,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,116,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,209,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,9512,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,10601,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,81,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,579,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,81,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,568,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,116,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,417,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,116,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,35,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,151,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,31674,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,139,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,2155,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,139,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,162,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,34165,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,290,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,533,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,35,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,46,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,3951,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,46,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,46,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,197,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,9662,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,3603,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,70,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,3337,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,70,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,718,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,35,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,4240,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,6291,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,6418,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,614,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,4877,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,324,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,927,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,185,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,452,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,174,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,93,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,58,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,324,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,51300,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,417,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,35,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,35,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,99229,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,13578,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,46,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,93,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,545,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,521,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,1761,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,2375,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,4611,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,1495,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,4298,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,5677,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,243,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,2062,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,2920,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,278,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,545,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,348,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,1332,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,9291,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,3267,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,4055,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,26264,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,35,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,2294,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,81,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,5619,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,3151,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,127,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,14968,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,880,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,15710,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,637,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,46,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,116,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,104,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,2896,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,81,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,58,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,8735,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,1332,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,24862,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,116,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,58,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,3371,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,3557,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,510,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,10496,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,13335,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,127,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,23,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,463,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,93,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,660,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,7137,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,290,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,15884,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,382,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,116,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,254878,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,371,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,12,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,1008,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,8434,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,892,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
FAO,2022,116,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,35123,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,9666,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,550000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,170454,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,272226,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,91225,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,82974,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,570000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,-1619,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,26720,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,153011,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,121240,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,4709998,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,742720,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,293266,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,138538,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,3929,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,1047269,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,338560,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,-2104773,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,77418,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,63750,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,3450000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,2132196,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,10344828,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,-708,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,194381,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,114986,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,114075,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,572438,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,130088,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,287694,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,851201,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,10334,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,993184,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,217371,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,580107,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,30120482,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,1687009,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,74419472,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,221843,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,155000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,35035387,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,238478,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,267060,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,156042631,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,278046,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,22478645,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,676227,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,11462,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,943437,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,500000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,144230,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,1334476,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,260000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,110181,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,168951,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,50000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,1305750,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,8140756,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,50000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,8789731,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,6401,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,220442,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,6307122,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,398484,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,65657939,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,228200,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,99581,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,23792,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,63656,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2022,8507964,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
